2000
(317.5856836,480.7179092)
(-23.66936342,43.40778435)
(-194.1184369,-921.9476198)
(-335.3191687,316.2732995)
(-974.7018473,-976.0148079)
(-856.2914203,-646.970951)
(451.5275497,-803.0464393)
(237.3779633,-437.6924663)
(-881.4889132,688.5481604)
(645.1720848,-920.0705456)
(203.6950244,-41.64313117)
(338.789331,945.2488791)
(316.3273522,757.2771124)
(-318.8418658,-595.1062136)
(-668.1775574,725.3596519)
(31.66908894,939.1205526)
(186.460675,793.6192457)
(-911.4951636,-567.2522029)
(-692.8306457,-950.6264084)
(876.6423087,946.0981289)
(246.0194953,914.2131826)
(375.0011294,11.00540201)
(62.18032118,-206.2956105)
(210.5234134,966.9050605)
(-520.794497,-743.0561131)
(-832.4393419,34.43366848)
(-638.4121449,248.8238867)
(4.7572086,-431.3939386)
(832.3406657,386.6315875)
(674.9161602,298.9542043)
(-888.1111324,-973.0625646)
(-682.4076986,406.0787956)
(299.2905742,-579.0324567)
(-534.1091433,-602.0120543)
(996.4155734,-436.3767508)
(282.5987768,454.045652)
(-895.4267191,-750.4851413)
(782.3916001,-888.4583981)
(-493.6513336,376.7360736)
(-517.537605,319.0638204)
(-706.9845171,979.5725838)
(488.8851461,-233.9666322)
(-251.7547666,-752.75448)
(656.0790898,-0.4170913055)
(225.9424709,483.3498835)
(453.2303013,793.9220603)
(-443.622863,805.4103556)
(904.9901288,418.0335492)
(387.3132233,-10.79021481)
(651.2654278,-42.42361753)
(-261.3783413,-785.0682231)
(-312.2449728,810.593557)
(56.54636587,-951.9944187)
(360.3771265,322.702376)
(-9.90817002,987.8821979)
(-497.7434788,55.49967902)
(-78.26137909,-803.6085084)
(-174.1094172,-376.3422867)
(169.2900075,-602.776196)
(444.9408258,509.3137602)
(-888.4850559,-990.5225692)
(539.9672386,-723.7563518)
(-940.3545817,161.8627374)
(876.5593509,133.6071304)
(-233.049581,39.61909721)
(-886.4225882,-613.7371942)
(23.53405937,398.955168)
(889.5347149,-904.6063332)
(-412.9383001,-765.8432168)
(402.5443215,679.4441229)
(280.2293747,-517.9189494)
(-370.4159428,198.0818493)
(42.602226,-250.3473261)
(-395.7692961,-372.3246762)
(904.6411054,-793.7900747)
(-295.2153825,152.8526913)
(-975.3538669,911.1070449)
(-472.9098307,-392.9783868)
(-244.3328112,435.0409344)
(195.0852475,991.1248809)
(869.3924388,-380.0249229)
(-241.2564912,-268.8657056)
(604.6869961,749.0223741)
(-911.4170141,-171.8618475)
(458.429896,-937.5956107)
(-734.1907483,5.730070544)
(-58.20936207,-76.11857307)
(14.18773889,-413.5597052)
(-79.700066,-873.3640564)
(943.6892787,-873.5222925)
(-376.9610246,-717.123033)
(161.3831602,-236.470808)
(414.803328,-757.4153072)
(478.4765409,-305.5522451)
(687.4809169,-294.6836007)
(-458.1078678,-204.7441591)
(-782.9807747,128.6442382)
(-965.5052948,-392.5141862)
(239.7133629,193.6208306)
(-903.2803452,-309.6686592)
(-442.441436,-795.0449598)
(653.4418184,740.7049493)
(110.395805,189.6790698)
(724.9659649,443.9156174)
(-148.0651898,355.1892336)
(980.6833043,-423.8284485)
(-949.717391,-68.91965274)
(397.4849366,103.8968646)
(-793.8059914,-314.7831678)
(-647.7925278,-390.7988077)
(66.35215564,-886.4173551)
(-684.7621152,504.7234492)
(-521.8648402,-292.3838774)
(180.8691547,-590.2501092)
(201.2521061,769.3633565)
(-429.9961488,-576.6140403)
(62.88896907,823.2247285)
(924.8666708,-864.7335089)
(230.7007792,959.4628315)
(-442.963851,372.4495066)
(166.690052,101.1349834)
(-245.5524407,-130.3119268)
(204.8220376,-957.7582097)
(-277.0385511,453.2639626)
(784.0951389,234.6847791)
(-239.8720564,784.3036391)
(-585.4725506,-216.6547017)
(415.9634851,-576.0599505)
(-994.9109216,234.2998686)
(68.42174197,-618.6678213)
(864.4295582,-171.8348942)
(-144.8221962,842.4375539)
(-788.9930257,-952.234256)
(271.8628235,95.48820398)
(-936.8597744,-846.0774507)
(-641.1849735,-912.6273957)
(-919.4996633,615.313507)
(-390.4755472,133.9690411)
(343.8747373,654.8530379)
(-820.1482111,-943.7794433)
(525.0302884,18.50023416)
(412.5861051,228.7692613)
(766.5109485,1.994014842)
(368.6799107,-682.2385692)
(-371.7734309,-259.5476449)
(319.6030734,359.2611323)
(-47.07216025,392.2581965)
(728.6185532,-911.229869)
(974.6463387,254.743896)
(-999.2087178,125.5264732)
(-627.4820337,373.3324264)
(407.2636432,-7.580711762)
(42.49881271,-299.2011724)
(-397.7810563,821.6243528)
(434.9678932,-375.0090228)
(-868.4534706,31.23261883)
(509.6958183,48.50927465)
(612.3545898,-226.540286)
(-474.4232753,-201.1982628)
(-730.5095518,-832.9912708)
(673.1653374,-136.5969682)
(128.5233138,99.9401607)
(866.5798775,-97.04869711)
(-875.6390218,624.9037734)
(-433.5231729,673.7499518)
(376.2973299,923.8070414)
(-856.5376755,-772.1780917)
(-342.8657069,662.7653223)
(862.779681,-562.7899903)
(139.1804743,-260.1219488)
(674.2781674,-252.8640667)
(-326.7540214,-358.1938359)
(-162.9881605,668.9368199)
(-615.2034121,-192.7291987)
(368.372595,866.6704726)
(-797.101404,-128.9677399)
(-241.3561895,782.6174887)
(-980.2246524,-160.6705438)
(804.6097861,-761.1022111)
(-227.0066356,-676.8897106)
(-677.2999937,-813.0966776)
(-882.4305779,376.2132181)
(-202.5269464,-242.6075366)
(220.2314537,851.7845265)
(-577.9687702,819.4494417)
(781.2097975,-5.846046787)
(63.61710629,-307.6560909)
(-941.6692074,522.1681083)
(10.21914392,652.5142969)
(612.3742884,409.1834707)
(-40.83000048,590.5088672)
(564.4078366,335.1613695)
(-306.2413649,510.9784733)
(-696.8580942,615.7917349)
(-475.7699919,-854.4916038)
(14.55372239,248.8694032)
(-524.8851098,765.8768244)
(754.6259478,332.096782)
(490.251705,-174.8891946)
(929.5551187,-33.07298995)
(-882.7785415,20.77508836)
(-778.0355531,772.964353)
(-783.9602854,931.738815)
(109.4044493,705.8016268)
(290.9107794,601.5973209)
(807.1424007,844.1399438)
(250.4173339,-626.9664591)
(-402.1681347,600.683994)
(-194.4763708,495.0969191)
(77.06437817,116.4789001)
(12.7682365,-477.5234118)
(-233.1199296,894.8252253)
(-799.2311746,-513.6608539)
(-234.3447218,-739.3908106)
(563.7692873,709.9747561)
(508.9548809,542.1257044)
(-650.2779535,-205.8674269)
(-849.3404294,263.0522307)
(-375.5191255,-145.9238732)
(-47.06551136,714.4815293)
(465.1044848,119.5711414)
(-156.3165516,781.7013754)
(-837.4434857,-737.8718286)
(616.751862,-588.0285708)
(640.7354253,-991.5963643)
(482.8973044,395.810255)
(118.0581325,766.4925224)
(-481.7915861,-144.7588171)
(573.2349049,160.2249174)
(-416.004136,202.8164446)
(0.4678798522,503.8119062)
(204.9039318,996.6700974)
(-612.9580366,-654.7776098)
(830.8815858,544.5298418)
(138.8263965,48.05936797)
(669.9395772,-609.6789721)
(-287.5902139,-319.4708949)
(75.40680005,-497.1930519)
(192.7235266,-419.2852054)
(920.4535356,-263.5729987)
(169.5064231,682.6474354)
(202.0915857,564.864464)
(-124.4604188,-82.9271211)
(826.507091,-324.341146)
(-551.067289,-15.65065857)
(872.7030155,560.382423)
(210.9700949,-751.607028)
(6.352758463,896.444337)
(-303.3484017,-322.7896302)
(-776.1015535,-286.8320964)
(-402.5818279,-546.9418899)
(-560.5289615,893.8331288)
(-13.44018509,-276.0575931)
(996.6615991,995.8622366)
(537.6374314,-984.0777681)
(875.530141,96.79548938)
(516.5264065,167.751309)
(211.027845,-112.3710914)
(444.62613,-13.68216866)
(-210.8236592,-941.5529639)
(436.1895099,782.3215904)
(247.0141643,843.6926659)
(-189.3918017,261.5569341)
(-967.3044504,-586.5991081)
(-455.1710122,791.1798132)
(-197.6285702,359.0068936)
(55.48482056,-560.3830345)
(-169.8711356,498.3466999)
(-609.0855805,-712.0991559)
(-370.5330989,214.914138)
(20.40811682,-901.8937982)
(-177.4330066,-751.7598842)
(-165.6005322,-889.3162439)
(434.6082604,-546.8185631)
(-771.95268,382.3368012)
(896.2023743,454.2257269)
(486.5358202,406.9158222)
(635.7292225,-870.2022458)
(-292.6860507,-406.4039796)
(-763.4785722,837.307949)
(193.5545504,-54.92802831)
(118.3766298,697.4292865)
(214.303341,-613.8092208)
(441.5399586,405.9793433)
(776.3229199,127.8136198)
(788.4995695,-731.4850207)
(-61.55998695,-290.1942974)
(149.8525138,478.7717973)
(-623.4442514,-224.2464373)
(-343.1038349,919.7770482)
(-267.1578181,-244.2686877)
(-852.0538513,-972.5485638)
(911.2179659,921.9624861)
(-715.3903911,-93.0157908)
(-681.7065193,628.8742904)
(307.1384755,276.6824309)
(-419.6940807,-697.4256625)
(-625.0034797,-65.98470626)
(576.559425,-752.7029566)
(407.4599247,-642.4508057)
(-127.5103532,-941.6317647)
(-48.09692782,110.3832944)
(514.9032024,-61.78252459)
(-881.5341384,-914.730624)
(538.6892862,-659.7364696)
(-775.6369027,-820.0097726)
(-831.7094823,-175.1733763)
(946.2253025,423.5479897)
(-133.9844527,-232.8151047)
(-765.4520043,-742.8367173)
(-470.0495214,-929.0038974)
(-131.6381752,153.6548665)
(-311.0815707,-125.409892)
(825.560622,59.74331662)
(474.1438436,100.012072)
(-537.2712859,9.396671514)
(345.64578,61.17023628)
(553.3496776,-1.326845812)
(-440.5143048,-31.01738543)
(507.756653,-120.7046186)
(164.3063926,-581.5283343)
(684.4615397,23.39892121)
(-983.666622,-892.3700946)
(-514.8308194,-712.3459825)
(-334.0574313,-468.4176945)
(98.09179752,343.0674505)
(133.4937324,998.9439148)
(-952.9825421,469.9679587)
(845.2604945,-208.8823858)
(-34.09440634,-310.9001094)
(203.9540691,-332.1921004)
(71.29680047,287.8722511)
(335.2444182,-6.453785409)
(-974.1613246,934.5397138)
(773.6996345,740.9570087)
(-483.6628033,536.7331548)
(278.2563102,684.7337773)
(-294.4895316,-918.651898)
(236.6526028,-209.3317376)
(358.1300915,80.40894089)
(-595.5937248,268.1161586)
(-847.678928,263.0028734)
(-41.05933222,413.2447184)
(-964.3142557,594.9105329)
(233.0376426,-414.8260396)
(-855.7810577,81.50728406)
(-885.9453057,-682.1533539)
(69.87645347,996.0902111)
(-480.1823386,222.9331081)
(-541.5669236,-635.1724189)
(770.8466259,-686.8021555)
(242.9139485,762.1331282)
(-19.25865067,-479.4784585)
(149.4992502,453.4591443)
(125.1099211,-710.4924906)
(-961.8347657,-937.7039721)
(938.5249924,-12.82364905)
(531.5812369,-121.8283839)
(-562.5070298,-239.5968709)
(-566.1488875,680.1533316)
(9.04777392,-267.2294014)
(885.0955679,-962.915653)
(-771.7241714,-43.51350038)
(910.3629417,-826.0025154)
(-960.5987704,-761.88234)
(568.4062748,-135.0704028)
(-394.6365981,268.7815052)
(242.9371231,987.907323)
(130.2821991,186.9398498)
(700.641141,464.9979283)
(940.2883374,249.5216297)
(-566.4410856,-742.6695759)
(894.741734,-438.2376371)
(-538.4583402,-990.6710223)
(-61.95759052,397.0457545)
(165.1634117,681.1737782)
(275.2675055,-43.06141752)
(58.52473041,862.3974471)
(-251.4961526,282.3464389)
(-431.101865,-106.7815429)
(-361.7798559,-779.7147272)
(-405.2359065,-279.8603845)
(82.9892668,128.7360182)
(-633.6861981,272.3096823)
(426.380867,353.7917562)
(631.7237081,994.643504)
(-176.7533296,-647.8632194)
(-256.3575799,-928.0589917)
(320.8434315,725.9131818)
(-264.2032059,971.3036979)
(-427.9433112,-467.9528876)
(-824.0970245,837.7119983)
(563.9734271,-823.9215228)
(-271.4112268,-936.31717)
(317.0853454,811.4173801)
(870.7910448,-581.7024243)
(-995.8386135,-787.1743138)
(-716.0492364,477.4593613)
(-772.716358,249.9734063)
(231.4779384,-528.1827468)
(47.36093007,416.7082104)
(-193.6100072,-210.1711426)
(-745.560033,-82.40583554)
(343.5780633,-384.8080753)
(-694.5079144,43.76821977)
(-537.3778475,7.121391136)
(-484.0304279,-686.8007812)
(900.5080135,665.0986702)
(707.3788459,-687.0676307)
(-441.1352815,-535.8107892)
(-445.6596099,-293.4226738)
(866.7602614,-885.5969158)
(925.6489127,808.0229911)
(-388.4234456,-214.2054562)
(277.0825658,-727.2762449)
(250.4750221,536.8202008)
(653.0993192,569.9726865)
(140.321015,621.4285894)
(218.3487366,791.9753598)
(897.8901015,-88.79181638)
(24.75798048,-988.7153429)
(-184.2196489,721.5622756)
(-699.3872987,717.505218)
(196.2858194,-861.8297533)
(713.753772,-945.7285195)
(-538.6511688,468.8167418)
(-844.8703061,275.0629964)
(437.4260799,560.6723974)
(39.53249321,-670.8152188)
(-894.3550833,-286.6196265)
(-714.4551457,634.6312555)
(-917.7212404,-248.3248607)
(442.6196975,-651.6661575)
(570.4675793,168.3905983)
(-384.3465598,-41.78469841)
(-595.5753722,815.0270183)
(35.88861782,-386.3016562)
(-780.5986049,-683.9437206)
(-192.4578396,251.1062718)
(625.0487374,78.30563511)
(513.8347941,324.9141751)
(328.0470567,-720.9718)
(-568.6778227,-884.8174641)
(45.75830971,550.8262896)
(337.2815114,-481.9575553)
(-368.2034077,75.66580073)
(-569.4297419,302.6497258)
(-636.3364999,142.7202368)
(257.8509947,984.7359157)
(-892.55645,-526.3797717)
(509.8958034,-482.5916577)
(-872.0980113,869.4748157)
(142.3641384,-854.907542)
(178.5542245,-439.6729679)
(458.3170734,-55.84268485)
(-33.83972819,-845.6608534)
(-165.1826408,-629.2139483)
(-289.4384333,-423.5003812)
(-201.8177039,-858.5805364)
(187.63561,-268.4919126)
(257.9279762,-516.6492936)
(527.6681469,-1.662092274)
(443.8648294,-182.0541676)
(549.362174,157.2850353)
(885.8190151,517.9060604)
(-18.49947973,-651.6359677)
(223.2735169,190.4118624)
(397.29201,349.5371315)
(992.9678971,-497.6687472)
(951.8522569,-268.0846795)
(-85.19669362,-697.2796499)
(-406.3171312,-217.8160116)
(-1.445780612,7.967904729)
(-760.7772382,-823.6678505)
(802.0062791,-530.6955739)
(76.2385552,486.2146371)
(81.2564243,-962.0034113)
(-546.3993976,-221.6415879)
(985.0469804,-22.37467122)
(332.013873,287.7294298)
(-297.5820081,-158.6041853)
(-833.706818,89.69574918)
(-893.0419913,101.82794)
(-185.416225,337.2500127)
(-364.018301,-620.9612565)
(-203.7041181,755.5928543)
(-634.4272815,760.2257395)
(-297.283538,-9.679805459)
(37.34629403,739.9579977)
(-407.5213976,800.9454452)
(-365.2300608,-681.0045613)
(-269.8562863,-296.3186778)
(-927.9982825,-503.0637222)
(-708.5566975,871.0936887)
(-488.5750858,-557.5237557)
(428.9148064,98.81397216)
(515.7020094,803.925246)
(-908.4870983,-563.4844497)
(790.0378325,-778.9555644)
(745.0774722,170.5319283)
(772.6828508,-34.74529639)
(284.8504873,-424.6880245)
(884.7226862,261.5836585)
(-979.5078544,-426.9957679)
(-822.3422944,172.5637995)
(-582.9772082,516.0810631)
(-726.3207556,-52.63403501)
(539.5895447,-610.3590497)
(598.5877476,985.3654023)
(294.4465905,-406.8335895)
(58.49955002,392.6234302)
(140.3182187,336.8921306)
(-424.0682754,585.4435662)
(-252.1262775,-194.8987492)
(505.9041891,-978.7843671)
(587.0927905,918.1265236)
(100.0612432,159.8358501)
(-503.6557898,-318.0625904)
(-338.634276,392.0575894)
(928.0171888,298.3850316)
(156.0761044,516.8390494)
(-744.0218869,-398.2465685)
(-101.8041119,397.0347263)
(82.7366423,331.4343673)
(958.0406508,569.8161448)
(-234.1032314,-404.8712198)
(-950.0519784,594.1955201)
(-598.7425535,-736.8168574)
(65.6032163,660.628419)
(173.0615414,-236.3559996)
(-78.24282979,-518.6437146)
(115.5080403,-936.3147821)
(440.5030141,-931.3038551)
(-927.5938416,675.815778)
(943.2949298,618.2674796)
(-789.6337062,-128.4865339)
(917.4093077,916.8432392)
(-988.2969003,953.0380626)
(-712.6995385,-428.5571427)
(-481.9676639,-595.0651349)
(798.7989997,-622.2557182)
(-64.27475454,849.2854755)
(392.1049056,-601.688425)
(358.6741707,-29.21938845)
(-298.0292738,122.9977983)
(-983.5773883,-464.9143038)
(-908.5832965,-265.5318912)
(812.3416438,922.4433009)
(800.7208967,-384.9309074)
(-230.1618135,569.355275)
(555.5411762,-856.8939596)
(987.0896558,-71.5777522)
(-319.2030766,983.9944944)
(-979.7334764,617.641602)
(165.5401897,25.3307787)
(-467.1545015,119.9279889)
(-397.1447185,612.1854697)
(-392.832668,590.88275)
(-156.2684541,-562.2976015)
(206.8966252,-961.371543)
(85.940732,807.5501246)
(-61.71949028,-706.7812099)
(602.1949341,-254.0626912)
(231.5955222,520.2940929)
(6.578560485,215.3875677)
(-11.9292433,-159.9100729)
(-989.5288875,-190.2858619)
(-267.2971101,653.1935814)
(135.0846586,799.4964384)
(11.56393766,-570.656534)
(-301.4196947,376.5920719)
(636.3068899,-506.637064)
(122.5937681,437.7967646)
(-507.8572654,-980.4866036)
(-267.2952096,-182.6772267)
(1.401651244,-647.8775148)
(-812.2563517,285.4838435)
(-14.62062199,-906.72668)
(-240.6921348,161.2566677)
(809.2572194,456.2497026)
(-257.4574851,992.3210431)
(-322.9563689,-846.2140302)
(894.6498866,465.3087486)
(639.2677267,341.4697745)
(211.3353274,-619.4350364)
(-806.0106649,552.0248882)
(879.8463206,-67.60553076)
(927.9544621,902.3157093)
(19.3701329,-72.35303732)
(425.987934,834.9719884)
(592.0513415,-90.96317378)
(717.8249786,-126.4601653)
(769.6270025,-866.1130707)
(-676.5289544,562.8707129)
(584.2549959,95.12739137)
(434.4480411,-871.2328921)
(-302.6172797,-384.0651319)
(976.4398708,850.8177209)
(-227.1670514,332.6030946)
(-246.0288069,724.1686465)
(491.2773428,-492.7977794)
(885.7550592,-563.2244598)
(-725.7331666,888.7584002)
(-249.9565186,-226.8188527)
(-491.6241346,-433.3921954)
(-302.4626932,370.5226561)
(-652.5443029,-252.8379703)
(27.02265428,282.1168973)
(-898.582643,-56.52801613)
(895.9595934,-77.09420044)
(860.9479792,492.4847879)
(621.9516327,955.745093)
(205.5572285,349.7193373)
(-656.8676993,-788.5366177)
(8.083626128,-813.7989183)
(658.9655918,-334.03519)
(-649.5488828,-607.8403184)
(-129.1477017,-572.7295068)
(-755.9111047,-825.4868823)
(282.0907968,-800.3756738)
(752.0363231,790.9833517)
(-924.945436,-51.20163782)
(42.5993847,-117.0933037)
(-779.0270626,233.4505652)
(772.2417664,581.7975909)
(-555.7982813,224.7516801)
(532.9300835,-598.6509746)
(220.3445629,876.5246344)
(-374.4521006,287.036826)
(540.0346482,-397.1519129)
(541.0881478,-643.4804781)
(-590.9698102,-66.35911395)
(372.489757,888.0026382)
(-753.8485366,-550.7531995)
(-681.9652361,-913.8525627)
(105.4100461,-110.4442744)
(-736.8052609,406.4733548)
(-210.6175534,834.3667341)
(447.0194806,204.7092511)
(-867.8169625,-474.0396098)
(840.5933029,-333.8686633)
(-722.1928205,-824.2483663)
(-230.0752062,804.0600551)
(769.9970413,117.1653853)
(-353.914188,-351.5791932)
(212.71835,418.9774728)
(589.3501002,-436.1328601)
(-330.8060136,380.5711363)
(443.6617215,-743.3985187)
(927.6523329,-415.1005036)
(-415.0456832,901.4063461)
(-759.7970058,369.2943824)
(469.2949713,-54.76710337)
(832.5735884,697.2333013)
(845.3760117,352.0960609)
(-203.8543358,-861.7142799)
(-181.3142048,-283.9397791)
(970.057872,170.9608882)
(-516.2802984,86.01089971)
(-940.2079756,-159.2761696)
(471.8545385,389.983476)
(-514.044967,-19.03864036)
(-418.755332,-142.7189223)
(409.3350381,-967.4248128)
(87.11721017,-833.5912118)
(638.6888225,-557.8926186)
(-512.4270274,120.5620265)
(253.7746388,988.2660989)
(-592.5410333,562.0153667)
(-43.62224731,471.3705106)
(80.08451925,-960.2211029)
(-716.1948766,388.9857004)
(-404.2601585,776.2897025)
(-690.7570613,-794.6722184)
(-221.4374798,319.6442582)
(182.9280854,846.4334643)
(-701.9222006,-431.1559458)
(-299.8329091,-224.1054337)
(510.4021199,-349.4646787)
(-557.8716504,-137.3130284)
(-52.20431547,-892.2922047)
(119.9429734,14.44064627)
(152.9464396,425.8895868)
(501.3447361,165.3003864)
(-328.385041,967.3136931)
(272.1941393,805.5203077)
(644.5600478,-747.0449206)
(-288.0620186,781.5793166)
(315.5092817,-427.8883664)
(527.2202796,-78.5809302)
(-410.0271132,821.5997721)
(-591.9937355,-619.5665911)
(64.3922593,-901.2273651)
(746.3095098,438.7594178)
(-594.0449757,881.6111631)
(477.8281099,-812.2260991)
(646.9720953,-180.232053)
(768.5331141,910.2105797)
(817.0701467,-920.0871134)
(620.8361975,506.3421833)
(930.3588438,491.9914206)
(459.6675741,979.8274903)
(475.9073263,44.32626242)
(-804.9875142,-8.743441145)
(549.4924046,427.2885275)
(301.915526,572.4637383)
(45.83567946,566.9341578)
(882.9299662,544.7345455)
(-735.7439112,-527.7068898)
(-724.2055657,-392.116527)
(48.08115255,-301.1843014)
(71.99000729,-917.1901867)
(-385.3552967,839.2703694)
(493.166727,612.0521017)
(-588.1734822,-638.5174625)
(437.9910599,755.3654748)
(-97.62721965,-193.4761303)
(-428.2957629,-475.7481328)
(487.1467532,30.42564571)
(491.6072352,293.4356698)
(803.785491,-490.6320034)
(-376.2157147,118.9254386)
(-824.4186731,163.0425504)
(705.980678,401.0215083)
(814.2616655,-125.1384172)
(623.3365615,5.065222637)
(-649.5733812,-263.9031569)
(227.3012606,707.8269631)
(-214.9498061,-397.0910786)
(-108.7963166,884.2399645)
(-221.3408684,-192.8293036)
(620.9538604,252.4318208)
(7.557776524,614.160463)
(759.3740162,509.5739503)
