x , y , z
6.500650065007e-02 , 5.125521852414e-01 , 2.040316691298e+00
6.600660066007e-02 , 2.234985610044e-01 , 1.830053713935e+00
6.700670067007e-02 , 6.769191470228e-01 , 1.784917338007e+00
6.800680068007e-02 , 2.149747221991e-02 , 1.914286314506e+00
6.900690069007e-02 , 2.679668116348e-01 , 1.872296512184e+00
7.000700070007e-02 , 4.921925644416e-01 , 2.034791232023e+00
7.100710071007e-02 , 5.576821466753e-01 , 1.930271800106e+00
7.200720072007e-02 , 6.517165098986e-01 , 1.918772996554e+00
7.300730073007e-02 , 9.657273819937e-01 , 1.702901971727e+00
7.400740074007e-02 , 9.105756589805e-01 , 1.660347241375e+00
7.500750075008e-02 , 4.550294432025e-01 , 2.106470919541e+00
7.600760076008e-02 , 1.353230491272e-01 , 1.458864424027e+00
7.700770077008e-02 , 1.880625105567e-01 , 1.627449810761e+00
7.800780078008e-02 , 7.572218803990e-02 , 1.790739145764e+00
7.900790079008e-02 , 3.653879430755e-01 , 1.750846656723e+00
8.000800080008e-02 , 6.273060685649e-01 , 1.838271556452e+00
8.100810081008e-02 , 8.067860907926e-01 , 1.638397769995e+00
8.200820082008e-02 , 7.328025317119e-01 , 1.819191906834e+00
8.300830083008e-02 , 6.127343197771e-01 , 2.146000113927e+00
8.400840084008e-02 , 2.762137465167e-01 , 1.997350419026e+00
8.500850085009e-02 , 5.661622941038e-01 , 1.491952429059e+00
8.600860086009e-02 , 2.826044604847e-01 , 2.124730850401e+00
8.700870087009e-02 , 5.730867306240e-02 , 2.080367958459e+00
8.800880088009e-02 , 3.921074112461e-02 , 1.773462526657e+00
8.900890089009e-02 , 5.304362548524e-01 , 1.821377224160e+00
9.000900090009e-02 , 2.183477605609e-01 , 1.920872175379e+00
9.100910091009e-02 , 4.077395733568e-01 , 1.796893388547e+00
9.200920092009e-02 , 9.850287009736e-01 , 1.786714020003e+00
9.300930093009e-02 , 7.223773811329e-01 , 1.640484956840e+00
9.400940094009e-02 , 6.685208259123e-01 , 1.999340905021e+00
9.500950095010e-02 , 4.367716870570e-01 , 1.493615088677e+00
9.600960096010e-02 , 5.617250257169e-01 , 1.825824459163e+00
9.700970097010e-02 , 8.405234087670e-01 , 1.750715618733e+00
9.800980098010e-02 , 8.778781695800e-01 , 2.119611570311e+00
9.900990099010e-02 , 6.109242882950e-01 , 1.904534467592e+00
1.000100010001e-01 , 4.969131302182e-01 , 1.728802265304e+00
1.010101010101e-01 , 7.823124988938e-01 , 1.973303114830e+00
1.020102010201e-01 , 3.832162256220e-01 , 1.295738901375e+00
1.030103010301e-01 , 3.919872241985e-01 , 1.555086984314e+00
1.040104010401e-01 , 3.411337687557e-01 , 1.687596283976e+00
1.050105010501e-01 , 5.764862738693e-01 , 1.767849657851e+00
1.060106010601e-01 , 4.416970297716e-01 , 1.873360278452e+00
1.070107010701e-01 , 4.787181447939e-01 , 1.570667536213e+00
1.080108010801e-01 , 2.213815231822e-02 , 1.753679981274e+00
1.090109010901e-01 , 6.712532308356e-01 , 1.576348513698e+00
1.100110011001e-01 , 2.761562099448e-01 , 1.831407539023e+00
1.110111011101e-01 , 7.263309039195e-01 , 1.700702188315e+00
1.120112011201e-01 , 1.011739116601e+00 , 1.836578711725e+00
1.130113011301e-01 , 1.600940035613e-01 , 1.954176672784e+00
1.140114011401e-01 , 1.151129662773e+00 , 1.762117458078e+00
1.150115011501e-01 , 3.524368947945e-01 , 1.809101020489e+00
1.160116011601e-01 , 7.866308643651e-01 , 1.878633962904e+00
1.170117011701e-01 , 1.354166571447e+00 , 2.005349043260e+00
1.180118011801e-01 , 5.821749787264e-01 , 1.711432184429e+00
1.190119011901e-01 , 3.457665038020e-01 , 1.813937174231e+00
1.200120012001e-01 , 4.048041336172e-01 , 1.796665295949e+00
1.210121012101e-01 , 2.698713629108e-01 , 1.838139623856e+00
1.220122012201e-01 , 9.526008579440e-01 , 1.762040706303e+00
1.230123012301e-01 , 4.804423282172e-01 , 1.926564603416e+00
1.240124012401e-01 , 7.238015950285e-01 , 1.644869862694e+00
1.250125012501e-01 , 6.337093177092e-01 , 1.513520593174e+00
1.260126012601e-01 , 6.481456166860e-01 , 2.010815820120e+00
1.270127012701e-01 , 4.134479115992e-01 , 1.668806826271e+00
1.280128012801e-01 , 5.176389936711e-01 , 1.694581863667e+00
1.290129012901e-01 , 6.279615118308e-01 , 1.653298162110e+00
1.300130013001e-01 , 8.165923331940e-01 , 1.643898509872e+00
1.310131013101e-01 , 3.434584638087e-01 , 1.960508225017e+00
1.320132013201e-01 , 7.315094390974e-01 , 1.614853328486e+00
1.330133013301e-01 , 8.916851930950e-01 , 1.819575920467e+00
1.340134013401e-01 , 5.593341272086e-01 , 1.870516753157e+00
1.350135013501e-01 , 4.629547360815e-01 , 1.765110070147e+00
1.360136013601e-01 , 1.075124437322e+00 , 1.940034197300e+00
1.370137013701e-01 , 8.103538977407e-01 , 1.748727102735e+00
1.380138013801e-01 , 1.016672136457e+00 , 1.602645560803e+00
1.390139013901e-01 , 7.846908983352e-01 , 1.621295597765e+00
1.400140014001e-01 , 9.361130341507e-01 , 1.853249121300e+00
1.410141014101e-01 , 7.143769146905e-01 , 1.690287855953e+00
1.420142014201e-01 , 4.953731935795e-01 , 1.829659451604e+00
1.430143014301e-01 , 6.290989335779e-01 , 1.637900067376e+00
1.440144014401e-01 , 6.548826142866e-01 , 2.070145840415e+00
1.450145014501e-01 , 3.865809120022e-01 , 1.607521324726e+00
1.460146014601e-01 , 8.648445266139e-01 , 1.688317226009e+00
1.470147014701e-01 , 7.566852498892e-01 , 1.651069616968e+00
1.480148014801e-01 , 6.823143475647e-01 , 1.769207570518e+00
1.490149014901e-01 , 2.618860381692e-01 , 1.428787666694e+00
1.500150015002e-01 , 7.923593671133e-01 , 1.542693112575e+00
1.510151015102e-01 , 3.842170150495e-01 , 1.469282198578e+00
1.520152015202e-01 , 4.006220452684e-01 , 1.588859313476e+00
1.530153015302e-01 , 6.512225760841e-01 , 1.872584417349e+00
1.540154015402e-01 , 3.959996312424e-01 , 1.941306984400e+00
1.550155015502e-01 , 3.000832264475e-01 , 1.825814094606e+00
1.560156015602e-01 , 4.796771062039e-01 , 1.753017324522e+00
1.570157015702e-01 , -6.213741472853e-02 , 1.737609363623e+00
1.580158015802e-01 , 5.497714105466e-01 , 1.600992498968e+00
1.590159015902e-01 , 7.487833353757e-01 , 1.746575100064e+00
1.600160016002e-01 , 7.623672981900e-01 , 1.508064659595e+00
1.610161016102e-01 , 2.318431594042e-01 , 1.931418798871e+00
1.620162016202e-01 , 4.387457453412e-01 , 1.605858866744e+00
1.630163016302e-01 , 9.573020447678e-01 , 1.626261292315e+00
1.640164016402e-01 , 9.299734409227e-01 , 1.698928638641e+00
1.650165016502e-01 , 1.423203218814e-01 , 1.918694046488e+00
1.660166016602e-01 , 2.333081872869e-01 , 1.638419477494e+00
1.670167016702e-01 , 8.561404424772e-01 , 1.496281023977e+00
1.680168016802e-01 , 7.685455834100e-01 , 1.649071698183e+00
1.690169016902e-01 , -6.264468226147e-02 , 1.723422924620e+00
1.700170017002e-01 , 3.463064629555e-02 , 1.645190829030e+00
1.710171017102e-01 , 6.597933042603e-01 , 1.587157457553e+00
1.720172017202e-01 , 7.485911045710e-01 , 1.893450012317e+00
1.730173017302e-01 , 4.314656061105e-01 , 1.519335338230e+00
1.740174017402e-01 , 8.656572545476e-01 , 1.191525143920e+00
1.750175017502e-01 , 4.789066526984e-01 , 1.797627424632e+00
1.760176017602e-01 , 5.692916202309e-01 , 1.674010511913e+00
1.770177017702e-01 , 5.958397602926e-01 , 1.274679939215e+00
1.780178017802e-01 , 8.221954118440e-01 , 1.994261433126e+00
1.790179017902e-01 , 3.369638167800e-01 , 1.757896202850e+00
1.800180018002e-01 , 7.583902875291e-01 , 1.671122338984e+00
1.810181018102e-01 , 6.981702948932e-01 , 1.562522844506e+00
1.820182018202e-01 , 2.973751437695e-01 , 1.526183091682e+00
1.830183018302e-01 , 5.258464873858e-01 , 1.902879183522e+00
1.840184018402e-01 , 5.125221791974e-01 , 1.520202813460e+00
1.850185018502e-01 , 5.809606452508e-01 , 1.786764317355e+00
1.860186018602e-01 , 4.376777595183e-01 , 1.908338427644e+00
1.870187018702e-01 , 7.543669597670e-01 , 1.702372368171e+00
1.880188018802e-01 , 7.671808986560e-01 , 1.529687406119e+00
1.890189018902e-01 , 7.330311771493e-01 , 1.832455132723e+00
1.900190019002e-01 , 1.379745572235e+00 , 1.480798778635e+00
1.910191019102e-01 , 7.404310093716e-01 , 1.666184861581e+00
1.920192019202e-01 , 5.065683890991e-01 , 1.625261605363e+00
1.930193019302e-01 , 7.706700373540e-01 , 1.356225931737e+00
1.940194019402e-01 , 3.037008094806e-01 , 1.627960627467e+00
1.950195019502e-01 , 7.473964853488e-01 , 1.733491873330e+00
1.960196019602e-01 , -1.914437557876e-02 , 1.980710237353e+00
1.970197019702e-01 , 4.362004679399e-01 , 1.690119080493e+00
1.980198019802e-01 , 2.890521131636e-01 , 1.590434860171e+00
1.990199019902e-01 , 8.116137521554e-02 , 1.402439077419e+00
2.000200020002e-01 , 9.212733446507e-01 , 1.472901415395e+00
2.010201020102e-01 , 6.508769841561e-01 , 1.991745634387e+00
2.020202020202e-01 , 8.069348165861e-01 , 1.901310644253e+00
2.030203020302e-01 , 8.385048117501e-01 , 1.615071085822e+00
2.040204020402e-01 , 1.063524117640e+00 , 1.955382760995e+00
2.050205020502e-01 , 7.157024470853e-01 , 1.600856757034e+00
2.060206020602e-01 , 7.924926105580e-01 , 1.916751379970e+00
2.070207020702e-01 , 6.090365584765e-01 , 1.594079056108e+00
2.080208020802e-01 , 7.820198382589e-01 , 1.765373399591e+00
2.090209020902e-01 , 7.718974225568e-01 , 2.071631290295e+00
2.100210021002e-01 , 1.093538212318e-01 , 1.567677545373e+00
2.110211021102e-01 , 6.927134806926e-01 , 1.411972618860e+00
2.120212021202e-01 , 5.479848407913e-01 , 2.072443584385e+00
2.130213021302e-01 , 6.299113976405e-01 , 1.715432847362e+00
2.140214021402e-01 , 9.538665723376e-01 , 1.485375184317e+00
2.150215021502e-01 , 5.219305941045e-01 , 1.436474889911e+00
2.160216021602e-01 , 3.937432066177e-01 , 1.537171293721e+00
2.170217021702e-01 , 4.065315615394e-01 , 1.617998919165e+00
2.180218021802e-01 , 6.559662812422e-01 , 1.540351890627e+00
2.190219021902e-01 , 6.722843307662e-01 , 1.572568278993e+00
2.200220022002e-01 , 3.394520785208e-01 , 1.333931057382e+00
2.210221022102e-01 , 6.919785955318e-01 , 1.408784282786e+00
2.220222022202e-01 , 5.414038563754e-01 , 1.770700333046e+00
2.230223022302e-01 , 2.522905383008e-01 , 1.664681017913e+00
2.240224022402e-01 , 1.150696048890e+00 , 1.652787108767e+00
2.250225022502e-01 , 4.610018589666e-02 , 1.497189715593e+00
2.260226022602e-01 , 8.607518846937e-01 , 1.425375099655e+00
2.270227022702e-01 , 3.513112698420e-01 , 1.505114045234e+00
2.280228022802e-01 , 3.491926461768e-01 , 1.907039466644e+00
2.290229022902e-01 , 6.443153326272e-01 , 1.686466696813e+00
2.300230023002e-01 , 1.493966520705e-01 , 1.576021557761e+00
2.310231023102e-01 , 6.362035789388e-01 , 1.891770231996e+00
2.320232023202e-01 , 4.579011491000e-01 , 1.374043835848e+00
2.330233023302e-01 , 7.382904235017e-01 , 1.608590592587e+00
2.340234023402e-01 , 8.923350419812e-01 , 1.506447270723e+00
2.350235023502e-01 , 8.206414284548e-01 , 1.692952835534e+00
2.360236023602e-01 , 9.592914396573e-01 , 1.425794797157e+00
2.370237023702e-01 , 1.026735463592e+00 , 1.522283286859e+00
2.380238023802e-01 , 1.046723549858e+00 , 1.976064853655e+00
2.390239023902e-01 , 9.239738465354e-01 , 1.466209771835e+00
2.400240024002e-01 , 4.419757647180e-02 , 1.505808310601e+00
2.410241024102e-01 , 4.811313203341e-01 , 1.600960859274e+00
2.420242024202e-01 , 9.753086467775e-01 , 1.632024760732e+00
2.430243024302e-01 , 7.052277925221e-01 , 1.758529327692e+00
2.440244024402e-01 , 7.281334674237e-01 , 1.505341255075e+00
2.450245024502e-01 , 9.658553107124e-01 , 1.371784819259e+00
2.460246024602e-01 , 5.813376399438e-01 , 1.602023111719e+00
2.470247024702e-01 , 9.191202191219e-01 , 1.429631371150e+00
2.480248024802e-01 , 5.391098883500e-01 , 1.697188236539e+00
2.490249024902e-01 , 6.414356858528e-01 , 1.588378906628e+00
2.500250025003e-01 , 8.958095886395e-01 , 1.786554411009e+00
2.510251025103e-01 , 1.523243281139e-01 , 1.575698704249e+00
2.520252025203e-01 , 5.605314215082e-01 , 1.414142811171e+00
2.530253025303e-01 , 7.077671345640e-01 , 1.632379880109e+00
2.540254025403e-01 , 5.362185494710e-01 , 1.599411418654e+00
2.550255025503e-01 , 8.888762573409e-01 , 1.645417157336e+00
2.560256025603e-01 , 9.198397477778e-01 , 1.740588506144e+00
2.570257025703e-01 , 3.722846624051e-01 , 1.428824097575e+00
2.580258025803e-01 , 5.418872949887e-01 , 1.385914558990e+00
2.590259025903e-01 , 5.557912436621e-01 , 1.532428617910e+00
2.600260026003e-01 , 5.217663077682e-01 , 1.253073040281e+00
2.610261026103e-01 , 9.196764428685e-01 , 1.417027014740e+00
2.620262026203e-01 , 4.226566330998e-01 , 1.632282686428e+00
2.630263026303e-01 , 4.222388053252e-01 , 1.828421036207e+00
2.640264026403e-01 , 6.075818374447e-01 , 1.679803291343e+00
2.650265026503e-01 , 4.918865824002e-01 , 1.515477675782e+00
2.660266026603e-01 , 2.111046355599e-01 , 1.205701569513e+00
2.670267026703e-01 , 3.978156032970e-01 , 1.524924196274e+00
2.680268026803e-01 , 1.356606499395e+00 , 1.301976990349e+00
2.690269026903e-01 , 1.169063438086e+00 , 1.701289608830e+00
2.700270027003e-01 , 6.910026183236e-01 , 1.732590706432e+00
2.710271027103e-01 , 4.700415967583e-01 , 1.538034446171e+00
2.720272027203e-01 , 7.111741265381e-02 , 1.585959620186e+00
2.730273027303e-01 , 4.548459539339e-01 , 1.602061321209e+00
2.740274027403e-01 , 4.246526648124e-01 , 1.674903592876e+00
2.750275027503e-01 , 2.827850181785e-01 , 1.698038141548e+00
2.760276027603e-01 , 7.406163147012e-01 , 1.452064876702e+00
2.770277027703e-01 , 7.075735980851e-01 , 1.671711990391e+00
2.780278027803e-01 , 8.319422525775e-01 , 1.236868976120e+00
2.790279027903e-01 , 7.138890184249e-01 , 1.287456452738e+00
2.800280028003e-01 , 3.349753142402e-01 , 1.288021791765e+00
2.810281028103e-01 , 9.721792746260e-01 , 1.536512247234e+00
2.820282028203e-01 , 3.157406023671e-01 , 1.433312536086e+00
2.830283028303e-01 , 5.184739005001e-01 , 1.962673618193e+00
2.840284028403e-01 , 7.741820077110e-01 , 1.323950913073e+00
2.850285028503e-01 , 6.143998747532e-01 , 1.408356616880e+00
2.860286028603e-01 , 7.515451845932e-01 , 1.466507320403e+00
2.870287028703e-01 , 5.375752065618e-01 , 1.408196198387e+00
2.880288028803e-01 , 6.501718027132e-01 , 1.206961089825e+00
2.890289028903e-01 , 9.331772641176e-01 , 1.415534614473e+00
2.900290029003e-01 , 4.451258128872e-01 , 1.618783461917e+00
2.910291029103e-01 , 1.156485117371e+00 , 1.288250165538e+00
2.920292029203e-01 , 2.935294145992e-01 , 1.236630678383e+00
2.930293029303e-01 , 5.861275684768e-01 , 1.245893882264e+00
2.940294029403e-01 , 1.055983369108e+00 , 1.329069332892e+00
2.950295029503e-01 , 4.545826465900e-01 , 1.536723721668e+00
2.960296029603e-01 , 2.872731748509e-01 , 1.565092836345e+00
2.970297029703e-01 , 7.905563589512e-01 , 1.465016227713e+00
2.980298029803e-01 , 6.931141167457e-01 , 1.426902048898e+00
2.990299029903e-01 , 8.777470234605e-01 , 1.430635238121e+00
3.000300030003e-01 , 5.588015637790e-01 , 1.364693973451e+00
3.010301030103e-01 , 9.084371406178e-01 , 1.479949676807e+00
3.020302030203e-01 , 8.649619082498e-01 , 1.274632282265e+00
3.030303030303e-01 , 1.353881195552e+00 , 1.625189899370e+00
3.040304030403e-01 , 7.741722102036e-01 , 1.681872702032e+00
3.050305030503e-01 , 4.870865022889e-01 , 1.569342828625e+00
3.060306030603e-01 , 7.918891904443e-01 , 1.234624999428e+00
3.070307030703e-01 , 1.111658301221e+00 , 1.425965827745e+00
3.080308030803e-01 , 1.029880714898e+00 , 1.557252873498e+00
3.090309030903e-01 , 7.522836043649e-01 , 1.736724657011e+00
3.100310031003e-01 , 4.658705063333e-01 , 1.616083406641e+00
3.110311031103e-01 , 1.175407885580e+00 , 1.294077464852e+00
3.120312031203e-01 , 1.364397262430e+00 , 1.025321249990e+00
3.130313031303e-01 , 8.349494743215e-01 , 1.322356803619e+00
3.140314031403e-01 , 6.584967373752e-01 , 1.737321421471e+00
3.150315031503e-01 , 8.779865027488e-01 , 1.468667740704e+00
3.160316031603e-01 , 3.788102896747e-01 , 1.371164606561e+00
3.170317031703e-01 , 3.670457098284e-01 , 1.356984308684e+00
3.180318031803e-01 , 6.285372577520e-01 , 1.147635949595e+00
3.190319031903e-01 , -3.500616382153e-01 , 1.252650384908e+00
3.200320032003e-01 , 8.670809256497e-01 , 8.211837050036e-01
3.210321032103e-01 , 6.389706917504e-01 , 1.308390527633e+00
3.220322032203e-01 , 6.769470958948e-01 , 1.341458230119e+00
3.230323032303e-01 , 8.742937055286e-01 , 1.264669461359e+00
3.240324032403e-01 , 1.239113966003e+00 , 1.539738613393e+00
3.250325032503e-01 , 7.310909732953e-01 , 1.270781785382e+00
3.260326032603e-01 , 4.478019966986e-01 , 1.169087289273e+00
3.270327032703e-01 , 8.237427159785e-01 , 1.512942100486e+00
3.280328032803e-01 , 5.618765657984e-01 , 1.666385908291e+00
3.290329032903e-01 , 4.406206986611e-01 , 1.498645425008e+00
3.300330033003e-01 , 3.725056540010e-01 , 1.374658115316e+00
3.310331033103e-01 , 1.032163778285e+00 , 1.069553154599e+00
3.320332033203e-01 , 6.565223005932e-01 , 1.242951620345e+00
3.330333033303e-01 , 7.171227327035e-01 , 1.191265022004e+00
3.340334033403e-01 , 7.166651821649e-01 , 1.599109207954e+00
3.350335033503e-01 , 5.415311764132e-01 , 1.320534384275e+00
3.360336033603e-01 , 1.193992553663e+00 , 1.225887334671e+00
3.370337033703e-01 , 1.208087312517e+00 , 1.139227904879e+00
3.380338033803e-01 , 2.525586966003e-01 , 1.147039506468e+00
3.390339033903e-01 , 3.221087004249e-01 , 1.247505349036e+00
3.400340034003e-01 , 9.892834416674e-01 , 1.185725477730e+00
3.410341034103e-01 , 1.104884311780e+00 , 1.323084272341e+00
3.420342034203e-01 , 1.092511740276e+00 , 1.100350827502e+00
3.430343034303e-01 , 8.830511962110e-01 , 1.268857859561e+00
3.440344034403e-01 , 1.125216549266e+00 , 1.024525844397e+00
3.450345034503e-01 , 6.014515937159e-01 , 1.330551497517e+00
3.460346034603e-01 , 7.914806025630e-01 , 1.260846579963e+00
3.470347034703e-01 , 7.323888545244e-01 , 1.204430100820e+00
3.480348034803e-01 , 4.083127208823e-01 , 1.169121893780e+00
3.490349034903e-01 , 1.071712890128e+00 , 1.390242566172e+00
3.500350035004e-01 , -1.060547663141e-01 , 9.745846533527e-01
3.510351035104e-01 , 1.062775457195e-01 , 1.229701977243e+00
3.520352035204e-01 , 9.600229755192e-01 , 1.280387710763e+00
3.530353035304e-01 , 5.497022844558e-01 , 1.510153545598e+00
3.540354035404e-01 , 3.551776439475e-01 , 1.655017083235e+00
3.550355035504e-01 , 1.426671872574e+00 , 1.376084430487e+00
3.560356035604e-01 , 1.003741984530e+00 , 1.241864838683e+00
3.570357035704e-01 , 7.874215414086e-01 , 1.375018939664e+00
3.580358035804e-01 , 2.808452604859e-01 , 1.259612540271e+00
3.590359035904e-01 , 1.010060883332e+00 , 1.268837546920e+00
3.600360036004e-01 , 9.865403584713e-01 , 1.686531533315e+00
3.610361036104e-01 , 9.678536491576e-01 , 1.600563064401e+00
3.620362036204e-01 , 1.264727997548e-01 , 1.144953554296e+00
3.630363036304e-01 , 3.432815034180e-01 , 1.275864367528e+00
3.640364036404e-01 , 9.161223265085e-01 , 1.079755808643e+00
3.650365036504e-01 , 9.089926957012e-01 , 1.480137005493e+00
3.660366036604e-01 , 9.580133589883e-01 , 1.495640400467e+00
3.670367036704e-01 , 7.688240542304e-01 , 1.120292173064e+00
3.680368036804e-01 , 7.721638410706e-01 , 1.042847918108e+00
3.690369036904e-01 , 1.032504155282e+00 , 1.407811775289e+00
3.700370037004e-01 , 5.256714247127e-01 , 1.480046959426e+00
3.710371037104e-01 , 1.036169757649e+00 , 1.362931109324e+00
3.720372037204e-01 , 3.376352273869e-01 , 1.374418965001e+00
3.730373037304e-01 , 8.442022348465e-01 , 1.307883585910e+00
3.740374037404e-01 , 7.129101983931e-01 , 1.350743159401e+00
3.750375037504e-01 , 7.298005318657e-01 , 9.481013715833e-01
3.760376037604e-01 , 2.360580313269e-01 , 1.571023911811e+00
3.770377037704e-01 , 2.348083927409e-01 , 1.446390353296e+00
3.780378037804e-01 , 6.356508135443e-01 , 1.147311620375e+00
3.790379037904e-01 , 4.117381911838e-01 , 1.160406890253e+00
3.800380038004e-01 , 8.037489465056e-01 , 1.105244706737e+00
3.810381038104e-01 , 7.388566944157e-01 , 1.445754142484e+00
3.820382038204e-01 , 9.538079639370e-01 , 1.348107963903e+00
3.830383038304e-01 , 9.954241598789e-01 , 1.340339618052e+00
3.840384038404e-01 , 2.209141723191e-01 , 1.676400734870e+00
3.850385038504e-01 , 5.624598192647e-01 , 1.614679358517e+00
3.860386038604e-01 , 7.185611571042e-01 , 1.114461578483e+00
3.870387038704e-01 , 9.289608755525e-01 , 1.596807139629e+00
3.880388038804e-01 , 1.064911224577e-01 , 1.229758598716e+00
3.890389038904e-01 , 6.763373524820e-01 , 1.117287242561e+00
3.900390039004e-01 , 7.683794083563e-01 , 1.151920961460e+00
3.910391039104e-01 , 8.033662620661e-01 , 1.245478334885e+00
3.920392039204e-01 , 7.228229955473e-01 , 1.415942208748e+00
3.930393039304e-01 , 5.767050477592e-01 , 1.192596769318e+00
3.940394039404e-01 , 1.011507994529e+00 , 1.143488720569e+00
3.950395039504e-01 , 5.627569797566e-01 , 1.632012656688e+00
3.960396039604e-01 , 6.773115301481e-01 , 1.402069548310e+00
3.970397039704e-01 , 4.845673101069e-01 , 9.629197942855e-01
3.980398039804e-01 , 7.656972209763e-01 , 1.101474759195e+00
3.990399039904e-01 , 7.264478749265e-01 , 1.004541798185e+00
4.000400040004e-01 , 2.414486612653e-01 , 1.310767744493e+00
4.010401040104e-01 , 6.504651322457e-01 , 1.178028067331e+00
4.020402040204e-01 , 8.077867184414e-01 , 9.387965260570e-01
4.030403040304e-01 , 7.864535568508e-01 , 8.817450228670e-01
4.040404040404e-01 , 5.206044071573e-01 , 1.398863083805e+00
4.050405040504e-01 , 3.216723269570e-01 , 1.255722629220e+00
4.060406040604e-01 , 7.357560751687e-01 , 1.235923907837e+00
4.070407040704e-01 , 9.095844684269e-01 , 1.391941025384e+00
4.080408040804e-01 , 7.590339117747e-01 , 1.390669033507e+00
4.090409040904e-01 , 7.464720720447e-01 , 1.115851570567e+00
4.100410041004e-01 , 8.635009450920e-01 , 1.427945437566e+00
